,address,issue_reported,location_latitude,location_longitude,published_date
2229,2200 W Ben White Blvd Wb,Traffic Hazard,30.231789,-97.791697,2017-12-01
2230,11502 Boulder Ln,Crash Service,30.442124,-97.829937,2017-12-01
2231,800-1314 Ed Bluestein Blvd Sb,Crash Service,30.252026,-97.681291,2017-12-01
2232,12901-12933 N FM 973 RD,TRFC HAZD/ DEBRIS,30.34676,-97.540265,2017-12-01
2233,Fm 2222 Rd & Paradox Cv,Traffic Hazard,30.349759,-97.785401,2017-12-01
2234,2810 Manchaca Rd,Crash Urgent,30.24372,-97.781485,2017-12-01
2235,12100-12324 N SH 130 SVRD SB,COLLISION,30.352691,-97.592855,2017-12-01
2236,3506-4032 N Ih 35 Sb,Traffic Hazard,30.293282,-97.720659,2017-12-01
2237,2208-2825 S Fm 973 Rd,COLLISION,30.213953,-97.638531,2017-12-01
2238,2300-2399 S 1st St,Crash Urgent,30.243114,-97.758551,2017-12-01
2239,1310-1419 S Fm 973 Rd,TRFC HAZD/ DEBRIS,30.223612,-97.632989,2017-12-01
2240,13700 N US 183 HWY NB,Traffic Hazard,30.459665,-97.793192,2017-12-01
2241,9300 S Ih 35 Svrd Sb,Crash Service,30.164157,-97.788225,2017-12-01
2242,Woodrow Ave & Theckla Ter,Traffic Impediment,30.329019,-97.732755,2017-12-01
2243,2300-2354 Guadalupe St,Traffic Hazard,30.287576,-97.741565,2017-12-01
2244,6100-6325 Fm 2244 Rd,TRFC HAZD/ DEBRIS,30.296138,-97.829755,2017-12-01
2245,1100-1313 Ed Bluestein Blvd Svrd Nb,Traffic Hazard,30.2546,-97.677906,2017-12-01
2246,E Stassney Ln & Teri Rd,Traffic Hazard,30.191283,-97.731155,2017-12-01
2247,Waters Park Rd & N Mopac Expy Svrd Sb,Crash Urgent,30.411441,-97.710305,2017-12-01
2248,Northland Dr & Balcones Dr,Traffic Impediment,30.337419,-97.75705,2017-12-01
2249,13553 N Us 183 Hwy Svrd Nb,Crash Service,30.452281,-97.790761,2017-12-01
2250,11506 Boulder Ln,Crash Service,30.442101,-97.830042,2017-12-01
2251,100-120 W 9th St,Crash Service,30.270921,-97.741984,2017-12-01
2252,W 15th St & San Antonio St,Traffic Hazard,30.278216,-97.744059,2017-12-01
2253,1044 Norwood Park Blvd,Crash Service,30.337526,-97.692307,2017-12-01
2254,2223-2411 E SH 71 WB,Traffic Hazard,30.215668,-97.663596,2017-12-01
2255,N IH 35 SVRD SB & E ST JOHNS AVE,Crash Urgent,30.332954,-97.704531,2017-12-01
2256,2505 E Parmer Ln,Traffic Impediment,30.380167,-97.639447,2017-12-01
2257,North Lake Creek Pkwy & Lakeline Mall Dr,Crash Urgent,30.475234,-97.793878,2017-12-01
2258,1500 S Ih 35 Nb,Traffic Hazard,30.242418,-97.735905,2017-12-01
2259,9300 S Ih 35 Svrd Sb,Crash Urgent,30.164157,-97.788225,2017-12-01
2260,13537-13629 N Sh 45 W Eb,Traffic Hazard,30.473343,-97.780682,2017-12-01
2261,8400-8908 N Capital Of Texas Hwy Sb,Traffic Hazard,30.387962,-97.762656,2017-12-01
2262,DECKER LAKE RD & N FM 973 RD,TRFC HAZD/ DEBRIS,30.275877,-97.599956,2017-12-01
2263,6100 E Ben White Blvd Eb,zSTALLED VEHICLE,30.212438,-97.713776,2017-12-01
2264,4900 W BRAKER LN,Crash Service,30.400765,-97.748738,2017-12-01
2265,109 E 7th St,Crash Service,30.268799,-97.741845,2017-12-01
2266,Parkfield Dr & W Braker Ln,Crash Urgent,30.386139,-97.695764,2017-12-18
2267,2309 Arpdale St,Traffic Impediment,30.250277,-97.781617,2017-12-18
2268,1100 S IH 35 SVRD SB,Crash Urgent,30.247609,-97.735663,2017-12-01
2269,6700 S 1st St,Crash Urgent,30.197108,-97.787848,2017-12-01
2270,4800-blk W Us 290 Hwy Eb,TRFC HAZD/ DEBRIS,30.233436,-97.81131,2017-12-01
2271,E Anderson Ln Svrd Eb & N Ih 35 Svrd Sb,Crash Service,30.339498,-97.700601,2017-12-01
2272,1700 Dungan Ln,Crash Service,30.350124,-97.670598,2017-12-01
2273,12000 N Ih 35 Sb,Traffic Hazard,30.386136,-97.67309,2017-12-01
2274,19708-19821 Fm 1431 Rd,COLLISION WITH INJURY,30.475802,-97.958651,2017-12-01
2275,1921-1926 Parkside Ln,Crash Urgent,30.211315,-97.803013,2017-12-01
2276,700-1107 N Mopac Expy Nb,Traffic Hazard,30.282108,-97.765968,2017-12-01
2277,Medical Arts St & Red River St,Traffic Hazard,30.290325,-97.727225,2017-12-01
2278,N IH 35 SVRD NB & GRAND AVENUE PKWY,COLLISION,30.456161,-97.665638,2017-12-01
2279,13300-13535 N Sh 45 W Eb,Traffic Hazard,30.470785,-97.788856,2017-12-01
2280,W Slaughter Ln & Cullen Ln,Crash Service,30.167197,-97.790934,2017-12-01
2281,500-530 Bastrop Hwy Sb,Traffic Hazard,30.236907,-97.686648,2017-12-01
2282,910-913 W Cesar Chavez St,Crash Urgent,30.26646,-97.755768,2017-12-01
2283,9400-9515 N Lamar Blvd,Crash Service,30.363184,-97.696995,2017-12-01
2284,W Martin Luther King Jr Blvd & Guadalupe St,Crash Service,30.281746,-97.741929,2017-12-01
2285,23600-BLK NAMELESS RD,COLLISION,30.517963,-97.923498,2017-12-01
2286,1000 S IH 35 NB,Crash Service,30.248434,-97.735293,2017-12-01
2287,Dry Creek Dr & Fm 2222 Rd,Traffic Impediment,30.34261,-97.76286,2017-12-01
2288,4400-4409 S Lamar Blvd Svrd Nb,Crash Urgent,30.23365,-97.796697,2017-12-01
2289,2800 Rio Grande St,Crash Urgent,30.293462,-97.744153,2017-12-01
2290,4901-5021 BERKMAN DR,Crash Service,30.30356,-97.699006,2017-12-01
2291,2425 W BEN WHITE BLVD SVRD EB,Crash Service,30.232792,-97.795114,2017-12-01
2292,3308 Duke Rd,COLLISION,30.322508,-97.662619,2017-12-01
2293,14310 N Ih 35 Svrd Sb,COLLISION/PRIVATE PROPERTY,30.433578,-97.670844,2017-12-02
2294,100-500 E 6th St,Traffic Hazard,30.268066,-97.742813,2017-12-01
2295,10614-11217 Old Hwy 20,COLLISION,30.34205,-97.566439,2017-12-01
2296,Duval Rd & Jollyville Rd,Crash Urgent,30.417263,-97.75005,2017-12-01
2297,W Us 290 Hwy Svrd Eb & Brodie Ln,TRFC HAZD/ DEBRIS,30.232638,-97.818416,2017-12-01
2298,5203-5225 Mc Kinney Falls Pkwy,Crash Urgent,30.187318,-97.714371,2017-12-01
2299,0 Mopac Sb To Gaines Ranch Ramp,Traffic Hazard,30.241182,-97.815042,2017-12-01
2300,4611-4621 S Lamar Blvd Nb,Traffic Hazard,30.231931,-97.802816,2017-12-01
2301,E Stassney Ln & Montopolis Dr,Traffic Hazard,30.205573,-97.716601,2017-12-01
2302,3501 SHORELINE DR,COLLISION WITH INJURY,30.457068,-97.68662,2017-12-01
2303,12000 S Ih 35 Nb,Traffic Hazard,30.128259,-97.800543,2017-12-01
2304,11100-11610 S MOPAC EXPY SB,Crash Urgent,30.177265,-97.885632,2017-12-01
2305,0 E 290 WB TO ANDERSON WB RAMP,COLLISION,30.326476,-97.673088,2017-12-01
2306,9400 Research Blvd Sb,Crash Urgent,30.384893,-97.742965,2017-12-01
2307,4400 N Ih 35 Sb,Traffic Hazard,30.301111,-97.715833,2017-12-01
2308,0 N Ih 35 Sb To Diamondback Ramp,Crash Urgent,30.37004,-97.680802,2017-12-01
2309,4852-4909 Fm 2222 Rd,Traffic Hazard,30.348448,-97.785454,2017-12-01
2310,2700-3216 W Braker Ln,Crash Urgent,30.391712,-97.72375,2017-12-01
2311,W Parmer Ln & Willow Bend Dr,Crash Service,30.408438,-97.680335,2017-12-01
2312,S IH 35 SVRD SB & E BEN WHITE BLVD SVRD WB,Crash Urgent,30.21702,-97.751802,2018-02-25
2313,2400-2428 W Ben White Blvd Wb,Traffic Hazard,30.233447,-97.796777,2018-02-25
2314,900 Camino La Costa,zSTALLED VEHICLE,30.328422,-97.702906,2018-02-26
2315,7850-7858 RESEARCH BLVD SVRD SB,Crash Urgent,30.347927,-97.713397,2018-02-25
2316,15100 N Ih 35 Sb,Traffic Hazard,30.443963,-97.667889,2018-02-26
2317,9555-9593 E Us 290 Hwy Eb,Traffic Hazard,30.330702,-97.624176,2018-02-25
2318,13537-13629 N Sh 45 W Eb,Crash Urgent,30.473537,-97.779995,2018-02-25
2319,8315-8435 ELROY RD,TRFC HAZD/ DEBRIS,30.134876,-97.620785,2018-02-25
2320,8315-8435 ELROY RD,TRFC HAZD/ DEBRIS,30.134876,-97.620785,2018-02-25
2321,3200 Kelly Ln,COLLISION WITH INJURY,30.462094,-97.572984,2018-02-25
2322,11122-11145 Wandering Way,Crash Urgent,30.370085,-97.667668,2018-02-25
2323,S US 183 HWY NB & FM 812 RD,COLLISN/ LVNG SCN,30.164182,-97.692911,2018-02-25
2324,8500-9107 N Mopac Expy Nb,Traffic Hazard,30.380069,-97.737381,2017-12-18
2325,4305-4315 Airport Blvd,Traffic Hazard,30.29923,-97.710362,2018-02-25
2326,3401 S Ih 35 Svrd Nb,Traffic Hazard,30.223238,-97.746988,2018-02-26
2327,100-117 Chicon St,Traffic Impediment,30.257494,-97.724441,2018-02-25
2328,5900 E Howard Ln,Crash Service,30.378624,-97.609266,2018-02-25
2329,Larical Trl & Decker Ln,COLLISION,30.30597,-97.618517,2018-02-25
2330,6818-7399 Hergotz Ln,LOOSE LIVESTOCK,30.24597,-97.679161,2018-02-25
2331,4600-4891 Ed Bluestein Blvd Svrd Nb,Crash Service,30.281554,-97.666336,2018-02-25
2332,10205 Pinnacle Crest Loop,Crash Service,30.139885,-97.764815,2018-02-25
2333,Bois D Arc Rd & Tower Rd,TRFC HAZD/ DEBRIS,30.360064,-97.512162,2018-02-25
2334,6700-7122 Ed Bluestein Blvd Svrd Sb,Traffic Hazard,30.310274,-97.662201,2018-02-25
2335,1915 W Wells Branch Pkwy,COLLISION,30.434793,-97.680529,2018-02-25
2336,13359 FM 2769 RD,COLLISION,30.446419,-97.859873,2018-02-25
2337,W Anderson Ln & Northcross Dr,Crash Service,30.358311,-97.735539,2018-02-25
2338,4600-4891 Ed Bluestein Blvd Svrd Nb,Traffic Hazard,30.283017,-97.665759,2018-02-25
2339,6133 E Ben White Blvd Svrd Eb,Crash Service,30.212162,-97.713773,2018-02-25
2340,2400-2401 Presidential Blvd,Crash Service,30.21293,-97.658744,2018-02-25
2341,Old Hwy 20 & N Fm 973 Rd,LOOSE LIVESTOCK,30.343248,-97.542575,2018-02-25
2342,Ross Rd & Pearce Ln,Crash Urgent,30.169429,-97.623106,2018-02-25
2343,10700 N Lamar Blvd,Crash Urgent,30.375892,-97.689754,2018-02-25
2344,Woodward St & E Ben White Blvd Svrd Eb,Crash Urgent,30.215724,-97.744069,2018-02-25
2345,102 W Fawnridge Dr,Crash Service,30.358392,-97.695035,2018-02-25
2346,Mc Kinney Falls Pkwy & Thaxton Rd,COLLISION,30.152235,-97.73191,2018-02-25
2347,5800 Wellington Dr,Crash Service,30.310173,-97.687854,2018-02-25
2348,W BRAKER LN & N MOPAC EXPY SVRD SB,Crash Urgent,30.396104,-97.73342,2018-02-25
2349,6317 FM 2244 RD,COLLISN/ LVNG SCN,30.296654,-97.832084,2018-02-25
2350,0 W Sh 71 & W Us 290 Hwy Wb,Crash Service,30.233335,-97.874689,2018-02-25
2351,5280 E Sh 71 Eb,COLLISION,30.185388,-97.5486,2018-02-25
2352,14900-BLK E US 290 HWY WB,COLLISION,30.351193,-97.485779,2018-02-25
2353,1815 Airport Blvd,Crash Service,30.281869,-97.703495,2018-02-25
2354,10205 N Lamar Blvd,Crash Service,30.371242,-97.692353,2018-02-25
2355,9400 E Us 290 Hwy Svrd Wb,Crash Urgent,30.330147,-97.638085,2018-02-25
2356,13622-13898 S Ih 35 Svrd Sb,Crash Urgent,30.10472,-97.811051,2018-02-26
2357,10700-BLK W US 290 HWY,COLLISN/ LVNG SCN,30.223448,-97.953022,2018-02-26
2358,CAMERON RD & FERGUSON LN,COLLISION,30.345813,-97.677475,2018-02-26
2359,OLD LOCKHART HWY & FM 1625 RD,LOOSE LIVESTOCK,30.080685,-97.735397,2018-02-26
2360,100 Airport Blvd,Traffic Hazard,30.246626,-97.691505,2018-02-26
2361,9500 N IH 35 SB,Traffic Hazard,30.359477,-97.687356,2018-02-26
2362,3501 Hyridge Dr,Traffic Hazard,30.374174,-97.740606,2018-02-26
2363,5501 S Congress Ave,Crash Urgent,30.206188,-97.774255,2018-02-26
2364,17227-17345 E REED PARKS RD,TRFC HAZD/ DEBRIS,30.480526,-97.930021,2018-02-26
2365,TECH RIDGE BLVD & E PARMER LN,Crash Service,30.402284,-97.657357,2018-02-26
2366,W SH 71 & BEE CREEK RD,TRFC HAZD/ DEBRIS,30.3315,-98.024524,2018-02-26
2367,18781-18805 FM 1431 RD,TRFC HAZD/ DEBRIS,30.486379,-97.92957,2018-02-26
2368,Creekside Dr & Cherry Hollow Xing,COLLISION WITH INJURY,30.515989,-97.954599,2018-02-26
2369,11000 N IH 35 NB,Traffic Hazard,30.373437,-97.678261,2018-02-26
2370,8500 N Ih 35 Sb,Traffic Hazard,30.348203,-97.694557,2018-02-26
2371,7300 N Ih 35 Nb,Crash Urgent,30.334636,-97.702796,2018-02-26
2372,9200-9624 Alice Mae Ln,Crash Service,30.166775,-97.793457,2018-02-26
2373,0 N Mopac Nb To Research Ramp,Traffic Hazard,30.372942,-97.740492,2018-02-26
2374,E William Cannon Dr & Meadow Lake Blvd,Crash Urgent,30.180945,-97.750247,2018-02-26
2375,14110-blk Sandy Meadow Cir,LOOSE LIVESTOCK,30.566782,-97.946525,2018-02-26
2376,S 1ST ST & W RIVERSIDE DR,Crash Urgent,30.259758,-97.749276,2018-02-26
2377,12800-12845 N Mopac Expy Nb,Traffic Hazard,30.430457,-97.700645,2018-02-26
2378,6600-blk OLD LOCKHART HWY,LOOSE LIVESTOCK,30.069982,-97.717813,2018-02-26
2379,S 1st St & W Monroe St,Traffic Impediment,30.249384,-97.755167,2018-02-26
2380,ERNEST ROBLES WAY & BRODIE LN,COLLISION,30.229499,-97.820312,2018-02-26
2381,9300 W Parmer Ln,zSTALLED VEHICLE,30.479301,-97.765907,2018-02-26
2382,11700 Research Blvd Sb,Traffic Hazard,30.421458,-97.747525,2018-02-26
2383,4600-BLK S SH 130 SVRD NB,VEHICLE FIRE,30.184114,-97.628515,2018-02-26
2384,308 E Rundberg Ln,Crash Service,30.360051,-97.691793,2018-02-26
2385,3909 N Ih 35 Svrd Nb,Crash Service,30.296388,-97.718315,2018-02-26
2386,9900 S Ih 35 Nb,Traffic Hazard,30.156292,-97.79048,2018-02-26
2387,5514 E SH 71 EB,LOOSE LIVESTOCK,30.177869,-97.532353,2018-02-26
2388,3600-3755 S Capital Of Texas Hwy Nb,Traffic Hazard,30.245728,-97.802708,2018-02-26
2389,1400 Arcadia Ave,Traffic Impediment,30.335058,-97.729879,2018-02-26
2390,2901 S Capital Of Texas Hwy Nb,Crash Urgent,30.254395,-97.808078,2018-02-26
2391,7100 W Us 290 Hwy Wb,Crash Service,30.232928,-97.875823,2018-02-26
2392,13941-14129 N Fm 620 Rd Nb,Traffic Hazard,30.475972,-97.764705,2018-02-26
2393,0 Fm 2222 Rd & N Fm 620 Rd,Traffic Hazard,30.403691,-97.854068,2018-02-26
2394,12700-12765 N Us 183 Hwy Svrd Nb,Traffic Hazard,30.433782,-97.76769,2017-12-01
2395,3646-4038 S Ih 35 Svrd Sb,Traffic Hazard,30.218259,-97.750894,2017-12-01
2396,15141-15413 N Ih 35 Svrd Nb,Traffic Hazard,30.447081,-97.666457,2018-02-06
2397,605 Masterson Pass,Crash Urgent,30.370851,-97.691617,2017-12-18
2398,13435 N Us 183 Hwy Svrd Nb,Crash Service,30.447695,-97.789639,2017-12-02
2399,8925 Anderson Mill Rd,Crash Service,30.453195,-97.776392,2017-12-02
2400,S 1st St & W Slaughter Ln,Crash Urgent,30.172456,-97.799554,2017-12-02
2401,11505 Domain Dr,Crash Urgent,30.401023,-97.724779,2017-12-03
2402,S 1st St & Cardinal Ln,Traffic Impediment,30.232011,-97.765998,2017-12-02
2403,2917 Rio Grande St,Traffic Impediment,30.296833,-97.743398,2017-12-02
2404,E Riverside Dr & Wickersham Ln,Crash Service,30.232393,-97.720396,2017-12-02
2405,4400 N IH 35 SB,Traffic Hazard,30.301111,-97.715833,2017-12-02
2406,10326-10344 E Us 290 Hwy Wb,TRFC HAZD/ DEBRIS,30.345991,-97.5725,2017-12-02
2407,N Lamar Blvd & W Rundberg Ln,Traffic Hazard,30.36314,-97.697022,2017-12-02
2408,8100 S Congress Ave,zSTALLED VEHICLE,30.177032,-97.784008,2017-12-02
2409,Avery Ranch Blvd & Staked Plains Dr,Traffic Hazard,30.494152,-97.791493,2017-12-03
2410,9800 N Lamar Blvd,Crash Service,30.36736,-97.694587,2017-12-02
2411,West Gate Blvd & Ektom Dr,Crash Urgent,30.223935,-97.804962,2017-12-02
2412,S 1st St & W Dittmar Rd,zSTALLED VEHICLE,30.183876,-97.792672,2017-12-02
2413,E Sh 71 Wb & Kellam Rd,LOOSE LIVESTOCK,30.187649,-97.59795,2017-12-02
2414,FM 1431 RD & LAKE OAKS DR,TRFC HAZD/ DEBRIS,30.499078,-97.922574,2017-12-02
2415,Ptarmigan Dr & W Braker Ln,Traffic Hazard,30.390255,-97.703302,2017-12-02
2416,13000-13313 N Sh 45 W Eb,Traffic Hazard,30.470081,-97.791352,2017-12-02
2417,4100 N Mopac Expy Sb,Traffic Hazard,30.315071,-97.756756,2017-12-02
2418,71-321 N Ih 35 Nb,Traffic Hazard,30.261501,-97.736092,2017-12-02
2419,9108-9418 S Ih 35 Svrd Sb,Traffic Hazard,30.165953,-97.787429,2017-12-02
2420,12676 N Sh 130 Sb,TRFC HAZD/ DEBRIS,30.362693,-97.585976,2017-12-02
2421,2100-blk S Capital Of Texas Hwy Sb,Traffic Hazard,30.267175,-97.818355,2017-12-02
2422,8700-blk W Us 290 Hwy,COLLISION,30.233978,-97.914583,2017-12-02
2423,Kellam Rd & Pearce Ln,LOOSE LIVESTOCK,30.163682,-97.611055,2017-12-02
2424,1700-blk Grand Avenue Pkwy,TRFC HAZD/ DEBRIS,30.455997,-97.660117,2017-12-02
2425,S Mopac Expy Svrd Nb & S Capital Of Texas Hwy Nb,Traffic Hazard,30.247731,-97.804012,2017-12-02
2426,3500-3503 Catalina Dr,Traffic Impediment,30.218163,-97.738842,2017-12-02
2427,304 E Ben White Blvd Svrd Wb,Crash Service,30.222055,-97.761355,2017-12-02
2428,14236 FM 969 RD,COLLISION,30.248143,-97.585056,2017-12-02
2429,2300-2548 N MOPAC EXPY SB,Crash Urgent,30.297681,-97.758607,2017-12-02
2430,2400 S Congress Ave,Crash Urgent,30.238795,-97.753554,2017-12-02
2431,100 S Mopac Expy Nb,Traffic Hazard,30.27361,-97.771698,2017-12-02
2432,909-1025 Immanuel Rd,COLLISION,30.422992,-97.618196,2017-12-02
2433,Comanche Trl & N Fm 620 Rd,COLLISION WITH INJURY,30.394344,-97.869123,2017-12-02
2434,Galacia Dr & Calle Verde Dr,Traffic Impediment,30.40205,-97.731288,2017-12-02
2435,7010 W SH 71,Crash Service,30.234695,-97.87578,2017-12-02
2436,1009 Uttimer Ln,Crash Service,30.392812,-97.659238,2017-12-02
2437,3651-4311 N Mopac Expy Nb,Traffic Hazard,30.318544,-97.755945,2017-12-02
2438,10107 Research Blvd Svrd Nb,Crash Service,30.393909,-97.745991,2017-12-02
2439,E Riverside Dr & Burton Dr,Crash Urgent,30.24025,-97.72704,2017-12-02
2440,6550 Comanche Trl,COLLISION,30.404571,-97.872378,2017-12-02
2441,6600-6821 Kellam Rd,Traffic Hazard,30.162448,-97.612057,2017-12-02
2442,0 W 35th To Mopac Sb Ramp,Crash Urgent,30.306919,-97.758173,2017-12-02
2443,S Sh 45 E Svrd Eb & S Us 183 Hwy Sb,TRFC HAZD/ DEBRIS,30.080601,-97.693296,2017-12-02
2444,23247 NAMELESS RD,COLLISION WITH INJURY,30.53417,-97.93785,2017-12-18
2445,S Ih 35 Svrd Sb & E William Cannon Dr,Crash Urgent,30.190674,-97.770881,2017-12-02
2446,11135 N Ih 35 Svrd Nb,Crash Service,30.37371,-97.677822,2017-12-02
2447,2237 E Riverside Dr,Crash Service,30.238123,-97.725869,2017-12-03
2448,E Cesar Chavez St & N Ih 35 Svrd Nb,Traffic Hazard,30.260995,-97.735784,2017-12-02
2449,2-626 Ed Bluestein Blvd Sb,Crash Urgent,30.245745,-97.69109,2017-12-18
2450,3400-3401 S Capital Of Texas Hwy Nb,Traffic Hazard,30.247996,-97.804222,2017-12-02
2451,1520-BLK TEA LEAF DR,COLLISION,30.421406,-97.633732,2017-12-02
2452,11100 Manchaca Rd,Traffic Hazard,30.159637,-97.833345,2017-12-18
2453,2000-2500 Grove Blvd,Traffic Hazard,30.221079,-97.707446,2017-12-02
2454,4300-blk Gattis School Rd,TRFC HAZD/ DEBRIS,30.497223,-97.593748,2017-12-02
2455,Magin Meadow Dr & Stonleigh Pl,Traffic Impediment,30.179933,-97.762773,2017-12-19
2456,Manchaca Rd & Lightsey Rd,Crash Urgent,30.242613,-97.781665,2017-12-02
2457,1701-1931 E Parmer Ln,Traffic Hazard,30.38642,-97.647726,2017-12-02
2458,916 E Koenig Ln Svrd Wb,Crash Service,30.321757,-97.709937,2017-12-02
2459,5600 Brushy Ridge Dr,Traffic Impediment,30.180401,-97.748903,2017-12-02
2460,8000 Parkdale Dr,Traffic Hazard,30.360316,-97.733723,2017-12-02
2461,E 11th St & San Jacinto Blvd,Traffic Hazard,30.27206,-97.738653,2017-12-02
2462,4030 W Braker Ln,Crash Service,30.397571,-97.736217,2018-02-27
2463,4100-4232 W William Cannon Dr,Crash Service,30.221402,-97.837524,2018-02-27
2464,4300-4514 NUCKOLS CROSSING RD,Traffic Hazard,30.202307,-97.733228,2018-02-27
2465,Spicewood Springs Rd & Hart Ln,Crash Urgent,30.363829,-97.749365,2018-02-27
2466,15200 N Ih 35 Sb,COLLISION WITH INJURY,30.445205,-97.667685,2018-02-27
2467,W Us 290 Hwy Svrd Eb & Brodie Ln,COLLISION,30.232638,-97.818416,2018-02-27
2468,4201-4319 W BRAKER LN,Traffic Hazard,30.398944,-97.739498,2018-02-27
2469,11028 Jollyville Rd,Crash Urgent,30.405634,-97.747732,2017-10-19
2470,2200 Lohmans Crossing Rd,VEHICLE FIRE,30.341800,-97.970406,2017-10-19
2471,Grand Avenue Pkwy & N Ih 35 Svrd Sb,TRFC HAZD/ DEBRIS,30.455985,-97.666964,2017-10-19
2472,E Sh 71 Svrd Eb & S Fm 973 Rd,Crash Urgent,30.202212,-97.639605,2017-10-19
2473,Lamar To Nb Research Ramp,zSTALLED VEHICLE,0,0,2017-10-19
2474,Southwest Pkwy & W William Cannon Dr,Crash Urgent,30.254511,-97.865620,2017-10-19
2475,7600 Burnet Rd,Crash Service,30.352222,-97.733269,2017-10-19
2476,4932 Bee Creek Rd,VEHICLE FIRE,30.337246,-98.024282,2017-10-19
2477,S Us 183 Hwy Nb & E Riverside Dr,COLLISION,30.217685,-97.683292,2017-10-19
2478,Far West Blvd & Candle Ridge Dr,Traffic Impediment,30.360600,-97.777972,2017-10-19
2479,8801 Research Blvd Svrd Nb,Crash Service,30.367359,-97.718149,2017-10-19
2480,Cr 458,COLLISION,30.450785,-97.391259,2017-10-19
2481,13630-13828 N Sh 45 W Wb,Traffic Hazard,30.474584,-97.775719,2017-10-19
2482,N Ih 35 Svrd Sb & E Koenig Ln Svrd Eb,Crash Urgent,30.321422,-97.707488,2017-10-19
2483,1600-1614 E WILLIAM CANNON DR,Traffic Hazard,30.190060,-97.769640,2017-10-19
2484,Paseo De Presidente Blvd & E Us 290 Hwy Eb,COLLISION WITH INJURY,30.350197,-97.509504,2017-10-19
2485,410-499 ATLANTA ST,Crash Service,30.277214,-97.770484,2017-10-19
2486,13000-13299 Old San Antonio Rd,TRFC HAZD/ DEBRIS,30.114154,-97.811450,2017-10-20
2487,4700 S Ih 35 Sb,Crash Urgent,30.208645,-97.756249,2017-10-19
2488,1822 W BRAKER LN,Crash Urgent,30.391133,-97.705483,2017-10-19
2489,7200 E Ben White Blvd Eb,Traffic Hazard,30.215557,-97.698939,2017-10-19
2490,3652-4099 N MOPAC SB TO 35TH RAMP,Crash Service,30.311469,-97.757357,2017-10-19
2491,6200-6508 S Ih 35 Svrd Sb,Traffic Hazard,30.191303,-97.770379,2017-10-19
2492,1101 August Dr,Crash Service,30.375531,-97.668333,2017-10-19
2493,Burnet Rd & Research Blvd Svrd Sb,Traffic Impediment,30.372886,-97.726482,2017-10-19
2494,12100 S Ih 35 Sb,Traffic Hazard,30.126363,-97.801588,2017-10-19
2495,Houston St & Woodrow Ave,Traffic Impediment,30.326383,-97.734459,2017-10-19
2496,3421 W William Cannon Dr,Crash Urgent,30.213274,-97.829455,2017-10-19
2497,W 2nd St&guadalupe St,Crash Service,30.265287,-97.747672,2017-10-19
2498,4200-4220 S Lamar Blvd Svrd Sb,Traffic Hazard,30.235046,-97.795209,2017-12-18
2499,1210 Rosewood Ave,Crash Urgent,30.268521,-97.726317,2017-10-19
2500,Elroy Rd & Kellam Rd,COLLISION WITH INJURY,30.146140,-97.623429,2017-10-19
2501,Woodrow Ave & Houston St,Traffic Impediment,30.326383,-97.734459,2017-10-19
2502,W Us 290 Hwy Svrd Eb & Brodie Ln,COLLISN/ LVNG SCN,30.232638,-97.818416,2017-10-19
2503,6100 E US 290 HWY SVRD EB,Crash Urgent,30.321798,-97.705735,2017-10-19
2504,0 S Mopac Sb To Cap Tx Sb Ramp,Traffic Hazard,30.247964,-97.805886,2017-10-19
2505,E Us 290 Hwy Eb & Paseo De Presidente Blvd,COLLISION,30.350197,-97.509504,2017-10-19
2506,300 Trinity St,Crash Urgent,30.264273,-97.740360,2017-10-19
2507,5800-5807 City Park Rd,Traffic Hazard,30.363692,-97.804492,2017-10-19
2508,8931-8935 Burnet Rd,Crash Urgent,30.373150,-97.726314,2017-10-19
2509,Southwest Pkwy & Foster Ranch Rd,Crash Urgent,30.248051,-97.849741,2017-10-19
2510,Burnet Rd & Shoalmont Dr,Crash Urgent,30.330071,-97.739890,2017-10-19
2511,Suncrest Rd & N Fm 973 Rd,TRFC HAZD/ DEBRIS,30.369092,-97.531772,2017-10-19
2512,Research Blvd Svrd Nb & Anderson Sq,Crash Urgent,30.353103,-97.714197,2017-10-19
2513,9600 S Ih 35 Sb,Traffic Hazard,30.161200,-97.789191,2017-10-19
2514,4630 West Gate Blvd,Crash Urgent,30.22957,-97.801127,2018-02-27
2515,4000-4316 Victory Dr,Crash Urgent,30.23201,-97.791498,2018-02-27
2516,Pearce Ln & S Fm 973 Rd,Traffic Hazard,30.180613,-97.64661,2018-02-27
2517,1410 WILD CAT HOLW,TRFC HAZD/ DEBRIS,30.297467,-97.796587,2018-02-27
2518,8900-9301 S Ih 35 Nb,Traffic Hazard,30.168274,-97.785053,2018-02-27
2519,N Us 183 Hwy Svrd Nb & Lake Creek Pkwy,Crash Urgent,30.461425,-97.793557,2018-02-09
2520,1700 N Mopac Expy Sb,Traffic Hazard,30.287279,-97.763198,2018-02-09
2521,S Congress Ave & E Ben White Blvd Svrd Wb,Crash Service,30.223409,-97.763598,2018-02-06
2522,300-335 E ALPINE RD,Crash Urgent,30.225759,-97.759448,2018-02-06
2523,16321-16649 CAMERON RD,COLLISION,30.413201,-97.568164,2018-02-06
2524,1700-2017 E Ben White Blvd Eb,Traffic Hazard,30.216141,-97.748352,2018-01-29
2525,1811 Guadalupe St,Crash Service,30.281307,-97.741746,2018-01-29
