,address,issue_reported,location_latitude,location_longitude,published_date
8840,5315 ED BLUESTEIN BLVD NB,Crash Service,30.290339,-97.664018,2017-12-10
8841,2013 W Anderson Ln,Traffic Impediment,30.354738,-97.727932,2017-12-10
8842,7200 N Ih 35 Nb,Crash Urgent,30.333639,-97.70341,2017-12-10
8843,14028 N US 183 HWY SVRD SB,Crash Service,30.476099,-97.800765,2017-12-10
8844,5207 BRODIE LN,COLLISION/PRIVATE PROPERTY,30.231041,-97.819314,2017-12-10
8845,1100 S IH 35 SB,Traffic Hazard,30.247459,-97.735314,2017-12-10
8846,N Ih 35 Svrd Nb & Rutherford Ln,Crash Urgent,30.343766,-97.6968,2017-12-11
8847,Sojourner St & Plain View Dr,TRFC HAZD/ DEBRIS,30.245792,-97.585298,2017-12-10
8848,4000 N Ih 35 Sb,Crash Urgent,30.297488,-97.718037,2017-12-10
8849,9000 S Ih 35 Sb,Crash Urgent,30.167598,-97.78585,2017-12-10
8850,11802-12458 Research Blvd Sb,Traffic Hazard,30.421956,-97.747695,2017-12-10
8851,1601 E Slaughter Ln,TRFC HAZD/ DEBRIS,30.152924,-97.769415,2017-12-10
8852,Burnet Rd & W Braker Ln,Crash Urgent,30.392347,-97.725626,2017-12-10
8853,6000-6417 Ed Bluestein Blvd Nb,Traffic Hazard,30.301738,-97.660993,2017-12-10
8854,4603 Pack Saddle Pass,Traffic Impediment,30.227822,-97.797618,2017-12-10
8855,13900-14300 N Sh 45 W Wb,Traffic Hazard,30.476155,-97.765988,2017-12-10
8856,11813-11817 S IH 35 SVRD NB,Traffic Hazard,30.130905,-97.799165,2017-12-10
8857,15908-16113 Fm 812 Rd,COLLISION,30.102813,-97.612177,2017-12-23
8858,600 E Ben White Blvd Svrd Wb,Crash Urgent,30.219635,-97.756624,2017-12-11
8859,Fm 2222 Rd & Mc Neil Dr,Traffic Hazard,30.392085,-97.835189,2017-12-11
8860,E Ben White Blvd Svrd Wb & Woodward St,Crash Urgent,30.216535,-97.744017,2017-12-11
8861,2022-2039 Airport Blvd,Traffic Impediment,30.28422,-97.705053,2017-12-11
8862,11200 Fm 2222 Rd,Crash Urgent,30.399251,-97.850638,2017-12-11
8863,DAMITA JO DR & ED ACKLIN RD,LOOSE LIVESTOCK,30.27567,-97.489842,2017-12-11
8864,4400-4444 N Lamar Blvd,Traffic Impediment,30.313415,-97.737606,2017-12-11
8865,0 Cesar Chavez To Mopac Sb Ramp,Traffic Hazard,30.276313,-97.770546,2017-12-11
8866,1700-1824 W Slaughter Ln,Crash Urgent,30.173809,-97.822065,2017-12-11
8867,3800-3821 N Lamar Blvd,Traffic Hazard,30.305277,-97.742999,2017-12-11
8868,Immanuel Rd & E Wells Branch Pkwy,COLLISION WITH INJURY,30.421375,-97.619236,2017-12-11
8869,N Ih 35 Svrd Sb & E 15th St,Crash Urgent,30.274778,-97.731773,2017-12-11
8870,23300-23399 Nameless Rd,COLLISION,30.527591,-97.928532,2017-12-11
8871,Springdale Rd & E 51st St,Traffic Hazard,30.293602,-97.67776,2017-12-11
8872,N IH 35 SVRD NB,Traffic Hazard,30.395378,-97.671486,2017-12-11
8873,15200 N IH 35 SB,TRFC HAZD/ DEBRIS,30.445205,-97.667685,2017-12-11
8874,8400-8825 N Fm 620 Rd,Crash Urgent,30.42211,-97.844961,2017-12-11
8875,2401-2623 W William Cannon Dr,Traffic Hazard,30.206983,-97.81514,2017-12-11
8876,N Lamar Blvd & Masterson Pass,Crash Service,30.371177,-97.692387,2017-12-11
8877,2001 San Miguel Ln,COLLISN/ LVNG SCN,30.307746,-97.787497,2017-12-11
8878,7000 N Mopac Expy Sb,Traffic Hazard,30.352068,-97.749015,2017-12-11
8879,4210 S Congress Ave,Crash Service,30.220982,-97.765109,2017-12-11
8880,W Us 290 Hwy Svrd Wb & Boston Ln,Crash Service,30.236991,-97.831165,2017-12-11
8881,16 Camwood Trl,COLLISN/ LVNG SCN,30.344048,-97.993665,2017-12-11
8882,506-636 Canyon Ridge Dr,Crash Service,30.403237,-97.673964,2017-12-11
8883,12400-13117 Fm 969 Rd,COLLISION WITH INJURY,30.251495,-97.598947,2017-12-11
8884,212-223 W MARTIN LUTHER KING JR BLVD,Crash Urgent,30.281319,-97.740472,2017-12-11
8885,6900-6917 Yates Ave,Traffic Impediment,30.342809,-97.731103,2017-12-11
8886,8200 N Mopac Expy Sb,Traffic Hazard,30.369561,-97.742104,2017-12-11
8887,3900 S Ih 35 Nb,Crash Urgent,30.218648,-97.749809,2017-12-11
8888,0 S Sh 130 Sb To S 130 Sb Ramp,TRFC HAZD/ DEBRIS,30.084311,-97.687902,2017-12-11
8889,W Braker Ln & Kramer Ln,Traffic Hazard,30.390857,-97.714011,2017-12-11
8890,0 W Ben White Wb To Manchac Ramp,Crash Urgent,30.228008,-97.781144,2017-12-11
8891,6928 W Sh 71,Traffic Impediment,30.812166,-98.773721,2017-12-11
8892,13000-BLK BULLICK HOLLOW RD,TRFC HAZD/ DEBRIS,30.417074,-97.868915,2017-12-11
8893,7800-8244 RESEARCH BLVD SB,Traffic Hazard,30.349678,-97.713563,2017-12-11
8894,7767-8125 S SH 130 NB,VEHICLE FIRE,30.146827,-97.660285,2017-12-11
8895,9206 United Dr,Traffic Impediment,30.377836,-97.730511,2017-12-11
8896,6200-6242 W Us 290 Hwy Wb,Crash Urgent,30.235506,-97.85677,2017-12-11
8897,11939-12047 N Mopac Expy Nb,Crash Urgent,30.408353,-97.715646,2017-12-11
8898,4300 N MOPAC EXPY SB,Traffic Hazard,30.317575,-97.756452,2017-12-11
8899,60-68 N Ih 35 Svrd Sb,Crash Urgent,30.257465,-97.737701,2017-12-11
8900,10931 Stonelake Blvd,Crash Service,30.398523,-97.733311,2017-12-11
8901,12000 N Mopac Expy Sb,Traffic Hazard,30.408844,-97.714905,2017-12-11
8902,Shoreline Dr & Bratton Ln,TRFC HAZD/ DEBRIS,30.453273,-97.681427,2017-12-11
8903,5501-5627 LOYOLA LN,Traffic Impediment,30.302572,-97.660604,2017-12-11
8904,4701-4813 W Braker Ln,Traffic Hazard,30.400523,-97.746567,2017-12-11
8905,W Us 290 Hwy Svrd Wb & Old Fredericksburg Rd,Crash Service,30.235657,-97.852146,2017-12-11
8906,S Pleasant Valley Rd & Teri Rd,Crash Urgent,30.197025,-97.744168,2017-12-11
8907,11700 Research Blvd Sb,Crash Urgent,30.419943,-97.74721,2017-12-11
8908,3127-3139 E Sh 71 Svrd Wb,Crash Urgent,30.204332,-97.641415,2017-12-11
8909,Airport Blvd & Levander Loop,Crash Service,30.253104,-97.692464,2017-12-11
8910,7544 N Lamar Blvd,Crash Urgent,30.343974,-97.714964,2017-12-11
8911,3900-blk Bee Caves Rd,COLLISION,30.281517,-97.80867,2017-12-11
8912,1800-2032 E Ben White Blvd Wb,Crash Urgent,30.216451,-97.74836,2017-12-11
8913,9500 N Ih 35 Nb,Traffic Hazard,30.360447,-97.686519,2017-12-11
8914,Guadalupe St & W Dean Keeton St,Crash Urgent,30.289813,-97.741354,2017-12-11
8915,10911 THAXTON RD,LOOSE LIVESTOCK,30.117977,-97.744968,2017-12-11
8916,0 Us 183 Nb To Sh 45 Eb Ramp,Traffic Hazard,30.467379,-97.795802,2017-12-12
8917,S Ih 35 Svrd Sb & E William Cannon Dr,Crash Service,30.190674,-97.770881,2017-12-11
8918,0 N Cap Tx To Research Sb Ramp,Crash Urgent,30.3864,-97.735586,2017-12-11
8919,3700 S Mopac Expy Svrd Nb,Crash Urgent,30.246435,-97.805068,2017-12-11
8920,Giles Ln & Harris Branch Pkwy,Crash Urgent,30.345328,-97.613694,2017-12-11
8921,12860 N Us 183 Hwy Svrd Sb,Traffic Hazard,30.435069,-97.772116,2017-12-11
8922,3300 W Braker Ln,Traffic Impediment,30.392347,-97.725626,2017-12-11
8923,N Us 183 Hwy Svrd Nb & Anderson Mill Rd,Crash Service,30.448891,-97.790028,2017-12-11
8924,8201 N Capital Of Texas Hwy Nb,Traffic Hazard,30.382664,-97.771035,2017-12-11
8925,Fm 812 Rd & S Sh 130 Svrd Nb,COLLISION,30.139985,-97.663825,2017-12-22
8926,Steck Ave & N Mopac Expy Svrd Sb,Traffic Impediment,30.368493,-97.743132,2017-12-12
8927,S Ih 35 Svrd Nb & E Stassney Ln,Traffic Hazard,30.198195,-97.763657,2017-12-12
8928,E Ben White Blvd Svrd Eb & S Ih 35 Svrd Nb,Traffic Hazard,30.215516,-97.75126,2017-12-12
8929,Airport Blvd & Oak Springs Dr,Traffic Hazard,30.273556,-97.697907,2017-12-12
8930,3421-3499 Parker Ln,Traffic Hazard,30.219699,-97.743752,2017-12-12
8931,5536 E SH 71 EB,LOOSE LIVESTOCK,30.177012,-97.53073,2017-12-12
8932,9883-9917 E Us 290 Hwy Eb,Traffic Hazard,30.336845,-97.599709,2017-12-12
8933,1100-1209 W Oltorf St,Crash Urgent,30.244309,-97.765225,2017-12-12
8934,W 22nd St & San Gabriel St,Traffic Hazard,30.285478,-97.748107,2017-12-12
8935,3600 Presidential Blvd,Crash Service,30.202411,-97.666936,2017-12-12
8936,13080-13172 N Us 183 Hwy Svrd Sb,Crash Urgent,30.441051,-97.782479,2017-12-12
8937,FM 1431 RD & E REED PARKS RD,TRFC HAZD/ DEBRIS,30.482606,-97.932071,2017-12-12
8938,604 Harthan St,Crash Service,30.273086,-97.75792,2017-12-12
8939,13000-BLK FM 2769 RD,COLLISION,30.45632,-97.846308,2017-12-12
8940,8107 Research Blvd Svrd Nb,Crash Urgent,30.352773,-97.714011,2017-12-12
8941,Fm 2222 Rd & Mc Neil Dr,Traffic Hazard,30.392085,-97.835189,2017-12-12
8942,1653-2327 N Mopac Expy Nb,Traffic Hazard,30.290195,-97.7608,2017-12-12
8943,3000 N Mopac Expy Nb,Traffic Hazard,30.304675,-97.758115,2017-12-12
8944,900-905 W PARMER LN,Crash Urgent,30.407898,-97.674159,2017-12-12
8945,W 3rd St & Lavaca St,Traffic Impediment,30.265929,-97.746245,2017-12-12
8946,12800-12948 N Mopac Expy Sb,Traffic Hazard,30.435575,-97.699462,2017-12-12
8947,2400-2433 W Ben White Blvd Eb,Traffic Hazard,30.232999,-97.798186,2017-12-12
8948,1720 W WELLS BRANCH PKWY,COLLISION/PRIVATE PROPERTY,30.438559,-97.672417,2017-12-12
8949,2517 W Anderson Ln,zSTALLED VEHICLE,30.356815,-97.732458,2017-12-12
8950,SOUTHWEST PKWY & BARTON CREEK BLVD,COLLISION,30.262126,-97.8889,2017-12-12
8951,14063-14635 N 183a Hwy Nb,Traffic Hazard,30.482627,-97.803954,2017-12-12
8952,9100-9121 Wildridge Dr,Crash Urgent,30.388425,-97.750092,2017-12-12
8953,4025 S Capital Of Texas Hwy Svrd Nb,Crash Urgent,30.238787,-97.79919,2017-12-12
8954,2142 E 7th St,Crash Service,30.261572,-97.718036,2017-12-12
8955,6001 Middle Fiskville Rd,Crash Urgent,30.322619,-97.710666,2017-12-12
8956,Burleson Rd & Breckenridge Dr,Crash Urgent,30.194606,-97.701386,2017-12-12
8957,10400 E Us 290 Hwy Eb,COLLISION,30.347016,-97.56753,2017-12-12
8958,401-715 E Riverside Dr,Crash Service,30.25072,-97.740514,2017-12-12
8959,9555-9593 E Us 290 Hwy Eb,Traffic Hazard,30.330679,-97.624458,2017-12-12
8960,Heinemann Dr & Melrose Trl,Traffic Hazard,30.439937,-97.744663,2017-12-12
8961,4305-4315 AIRPORT BLVD,Crash Urgent,30.299113,-97.710197,2017-12-12
8962,E Riverside Dr & Montopolis Dr,Crash Urgent,30.224925,-97.703433,2017-12-12
8963,W 32nd St & Hemphill Park,Crash Urgent,30.298054,-97.739172,2017-12-12
8964,9725 North Lake Creek Pkwy,Crash Urgent,30.477209,-97.794342,2017-12-12
8965,14051 N Ih 35 Svrd Nb,Crash Service,30.430202,-97.670056,2017-12-12
8966,2201 E Ben White Blvd Svrd Eb,Crash Service,30.215602,-97.740682,2017-12-12
8967,8802 Slayton Dr,Crash Urgent,30.355,-97.698311,2017-12-12
8968,3029-3819 Caldwell Ln,LOOSE LIVESTOCK,30.198177,-97.549457,2017-12-13
8969,7200-7301 Burleson Rd,Crash Urgent,30.195313,-97.702262,2017-12-12
8970,N Ih 35 Svrd Sb & W Howard Ln,Crash Urgent,30.424463,-97.671895,2017-12-12
8971,4025 S CAPITAL OF TEXAS HWY SVRD NB,Crash Urgent,30.238787,-97.79919,2017-12-12
8972,13800 - 13982 N US 183 HWY SB,Traffic Hazard,30.470182,-97.797827,2017-12-12
8973,9500 Research Blvd Svrd Sb,Crash Service,30.386113,-97.743792,2017-12-12
8974,0 N 183 NB TO HUNTERS CHASE RAMP,Traffic Hazard,30.435026,-97.770828,2017-12-12
8975,14800-14814 N Ih 35 Svrd Sb,Crash Service,30.440546,-97.66926,2017-12-12
8976,100-120 W Ben White Blvd Svrd Wb,Traffic Hazard,30.223409,-97.763598,2017-12-12
8977,5345 N Ih 35 Svrd Nb,Crash Service,30.312148,-97.708526,2017-12-12
8978,9300 Research Blvd Nb,Crash Urgent,30.38285,-97.741544,2017-12-12
8979,8200 S Ih 35 Sb,Traffic Hazard,30.174973,-97.781025,2017-12-12
8980,4900-5033 S Mopac Expy Svrd Nb,Crash Service,30.23641,-97.822552,2017-12-12
8981,5700 W Slaughter Ln,Crash Service,30.200995,-97.866869,2017-12-13
8982,1500 S Ih 35 Nb,Crash Urgent,30.243195,-97.735454,2017-12-13
8983,0 Ed Bluestein Nb To 290 Eb Ramp,Crash Urgent,30.322543,-97.669118,2017-12-13
8984,11700 Metric Blvd,Crash Service,30.397588,-97.704984,2017-12-13
8985,N Ih 35 Svrd Nb & E Anderson Ln Svrd Wb,zSTALLED VEHICLE,30.338855,-97.699555,2017-12-13
8986,N Fm 973 Rd & Decker Lake Rd,TRFC HAZD/ DEBRIS,30.275877,-97.599956,2017-12-13
8987,701 S Capital Of Texas Hwy Nb,TRFC HAZD/ DEBRIS,30.291925,-97.825608,2017-12-13
8988,E Oltorf St & S Ih 35 Svrd Sb,Traffic Hazard,30.23385,-97.741652,2017-12-13
8989,11120 PECAN PARK BLVD,Crash Urgent,30.473172,-97.802506,2017-12-13
8990,2453-2607 N Mopac Expy Nb,Traffic Hazard,30.294832,-97.758982,2017-12-13
8991,12751-12845 N Us 183 Hwy Nb,Traffic Hazard,30.434657,-97.77009,2017-12-13
8992,9617 Anderson Mill Rd,Crash Service,30.448174,-97.792483,2017-12-13
8993,8400-8909 N Capital Of Texas Hwy Nb,Traffic Hazard,30.388102,-97.759926,2017-12-13
8994,9600 Research Blvd Sb,Traffic Hazard,30.388051,-97.744558,2017-12-13
8995,1900 S Mopac Expy Nb,Traffic Hazard,30.259969,-97.794419,2017-12-13
8996,N IH 35 SVRD NB & E ANDERSON LN SVRD WB,zSTALLED VEHICLE,30.338855,-97.699555,2017-12-13
8997,100-106 SANDRA MURAIDA WAY,Crash Urgent,30.266658,-97.755408,2017-12-13
8998,Lakeline Mall Dr & Pecan Park Blvd,Crash Service,30.47198,-97.802056,2017-12-13
8999,0 E 15th To Ih 35 Sb Ramp,Crash Urgent,30.27325,-97.732089,2017-12-13
9000,2900-3217 N Mopac Expy Nb,Traffic Hazard,30.305089,-97.758029,2017-12-13
9001,1500-2410 E Anderson Ln Wb,Traffic Hazard,30.328592,-97.677681,2017-12-13
9002,11724 Research Blvd Svrd Sb,Traffic Impediment,30.420002,-97.747491,2017-12-13
9003,W Koenig Ln & Grover Ave,Crash Urgent,30.329882,-97.729482,2017-12-13
9004,8000-8215 N Mopac Expy Nb,Traffic Hazard,30.367381,-97.74253,2017-12-13
9005,12100 Tech Ridge Blvd,Traffic Impediment,30.399062,-97.668855,2017-12-13
9006,1300 W BEN WHITE BLVD EB,Traffic Hazard,30.227748,-97.781007,2017-12-13
9007,500 N Ih 35 Sb,Traffic Hazard,30.265161,-97.734955,2017-12-13
9008,2200-2400 N Ih 35 Sb,Crash Urgent,30.282935,-97.727332,2017-12-13
9009,Lakeline Blvd & W Parmer Ln,Crash Urgent,30.487909,-97.771299,2017-12-13
9010,2200 N Ih 35 Svrd Nb,Crash Service,30.28234,-97.727231,2017-12-13
9011,W William Cannon Dr & S 1st St,Traffic Hazard,30.197108,-97.787848,2017-12-14
9012,Ed Bluestein Blvd Nb & Airport Blvd,Crash Service,30.247016,-97.690476,2017-12-13
9013,Mc Neil Dr & W Parmer Ln,Traffic Hazard,30.443859,-97.742349,2017-12-13
9014,Spicewood Springs Rd & N Us 183 Hwy Svrd Sb,Crash Urgent,30.434084,-97.770148,2017-12-13
9015,1100-1110 W Parmer Ln,Crash Urgent,30.407929,-97.678533,2017-12-13
9016,Manchaca Rd & W Ben White Blvd Svrd Eb,Traffic Impediment,30.229636,-97.788522,2017-12-13
9017,Shadowglen Blvd & Shadowglen Trce,COLLISION,30.35748,-97.547492,2017-12-13
9018,9719-9777 GREAT HILLS TRL,Traffic Hazard,30.394164,-97.750319,2017-12-13
9019,Lavaca St & W 7th St,Crash Urgent,30.269655,-97.744846,2017-12-13
9020,9200-blk E Us 290 Hwy Eb,Crash Urgent,30.328572,-97.654986,2017-12-13
9021,19624 Blake Manor Rd,LOOSE LIVESTOCK,30.279041,-97.507149,2017-12-13
9022,12676 N Sh 130 Sb,COLLISION,30.362693,-97.585976,2017-12-13
9023,4316 Airport Blvd,Crash Service,30.29939,-97.71078,2017-12-13
9024,11800-11937 WEST COW PATH,Crash Urgent,30.419102,-97.745141,2017-12-13
9025,2956-2958 S Lakeline Blvd,Traffic Impediment,30.479425,-97.803303,2017-12-13
9026,Barton Springs Rd & S Lamar Blvd,Crash Urgent,30.260873,-97.758521,2017-12-13
9027,Anderson Mill Rd & N Us 183 Hwy Svrd Sb,zSTALLED VEHICLE,30.448649,-97.790937,2017-12-13
9028,11700 Research Blvd Nb,Crash Urgent,30.41944,-97.746771,2017-12-13
9029,1400 N Mopac Expy Sb,Crash Urgent,30.285831,-97.764199,2017-12-13
9030,E Cesar Chavez St & Robert T Martinez Jr St,Crash Service,30.255787,-97.720683,2017-12-13
9031,1300-1315 BRIARCLIFF BLVD,Crash Urgent,30.317229,-97.699387,2017-12-13
9032,5400 S MOPAC EXPY NB,Crash Urgent,30.230862,-97.827165,2017-12-13
9033,6900-6941 Airport Blvd,Crash Service,30.336608,-97.718295,2017-12-13
9034,6700 Bluff Springs Rd,zSTALLED VEHICLE,30.187523,-97.768135,2017-12-13
9035,E 45th St & Clarkson Ave,Crash Urgent,30.303593,-97.716442,2017-12-13
9036,600-765 Bastrop Hwy Nb,Crash Service,30.236226,-97.685924,2017-12-13
9037,W 41st St & Guadalupe St,Crash Urgent,30.30639,-97.735796,2017-12-13
9038,8300-BLK N FM 973 RD,COLLISN/ LVNG SCN,30.288057,-97.575711,2017-12-13
9039,N Ih 35 Svrd Nb & W Parmer Ln,Traffic Impediment,30.407863,-97.673951,2017-12-13
9040,8800-8817 Johnny Morris Rd,COLLISN/ LVNG SCN,30.323042,-97.630063,2017-12-13
9041,2300-2351 N Ih 35 Svrd Nb,Crash Urgent,30.284062,-97.726221,2017-12-13
9042,10774-10778 S Us 183 Hwy Sb,COLLISION,30.090252,-97.693697,2017-12-13
9043,E 5th St & Robert T Martinez Jr St,Crash Urgent,30.25939,-97.719052,2017-12-13
9044,8600-8601 MANCHACA RD,Traffic Impediment,30.186054,-97.816226,2017-12-13
9045,Mc Kinney Falls Pkwy & Burleson Rd,Traffic Hazard,30.191989,-97.698371,2017-12-13
9046,300 E Stassney Ln,zSTALLED VEHICLE,30.203733,-97.772556,2017-12-13
9047,1901 E Ben White Blvd Svrd Eb,Traffic Hazard,30.215782,-97.746405,2017-12-13
9048,2841-2999 E SH 71 WB,Traffic Hazard,30.209104,-97.65099,2017-12-13
9049,7200 N Capital Of Texas Hwy Nb,Traffic Hazard,30.371661,-97.785684,2017-12-13
9050,N 183a Hwy Nb & Sh 45 Wb To N 183a Nb Ramp,Traffic Hazard,30.478487,-97.801533,2017-12-13
9051,13721-13767 N Us 183 Hwy Svrd Nb,Crash Service,30.459481,-97.792786,2017-12-13
9052,E 3rd St & Trinity St,Traffic Impediment,30.264273,-97.74036,2017-12-13
9053,12100 Research Blvd Nb,Traffic Hazard,30.426294,-97.75316,2017-12-14
9054,East Hill Dr & Hart Ln,Crash Service,30.345684,-97.75335,2017-12-14
9055,W 11th St & Colorado St,Traffic Hazard,30.273101,-97.742402,2017-12-14
9056,7410 Mc Neil Dr,Traffic Impediment,30.434574,-97.768824,2017-12-14
9057,2900 N Mopac Expy Sb,Traffic Hazard,30.303664,-97.758657,2017-12-14
9058,0 Research Nb To Mopac Sb Ramp,Traffic Hazard,30.3795,-97.736552,2017-12-14
9059,12636 Research Blvd Svrd Sb,Crash Service,30.431475,-97.76483,2017-12-14
9060,1706 S Congress Ave,Crash Service,30.246976,-97.750642,2017-12-14
9061,7800 Research Blvd Svrd Sb,Crash Urgent,30.347235,-97.712741,2017-12-14
9062,Tisdale Dr & W Anderson Ln,Crash Urgent,30.35066,-97.719288,2017-12-14
9063,S 1st St & W Dittmar Rd,Crash Urgent,30.183876,-97.792672,2017-12-14
9064,3400 SHORELINE DR,COLLISION WITH INJURY,30.456447,-97.685952,2017-12-14
9065,8000 N Mopac Expy Sb,Traffic Hazard,30.364015,-97.743641,2017-12-14
9066,9911 Brodie Ln,Crash Service,30.184847,-97.848904,2017-12-14
9067,3051-3225 Northland Dr,Crash Urgent,30.33643,-97.755494,2017-12-14
9068,W 6th St & Guadalupe St,Crash Urgent,30.269024,-97.74626,2017-12-14
9069,4500-4849 S Mopac Expy Nb,Traffic Hazard,30.238693,-97.819188,2017-12-14
9070,W Cesar Chavez St & San Antonio St,Traffic Impediment,30.264656,-97.749118,2017-12-14
9071,0 E 290 Wb To Anderson Wb Ramp,Crash Urgent,30.326798,-97.674137,2017-12-14
9072,2700-2809 W PECAN ST,COLLISION,30.448869,-97.656096,2017-12-14
9073,Anderson Mill Rd & N Fm 620 Rd,Traffic Impediment,30.455444,-97.825791,2017-12-14
9074,5200-5456 BEE CAVES RD,COLLISION,30.290817,-97.820338,2017-12-14
9075,5001 S Congress Ave,Crash Urgent,30.211133,-97.771341,2017-12-14
9076,0 E Ben White Eb To S 35 Sb Ramp,Traffic Hazard,30.21642,-97.753538,2017-12-14
9077,10100-10128 METRIC BLVD,Crash Urgent,30.380825,-97.715832,2017-12-14
9078,Goodwin Ave & Airport Blvd,Crash Urgent,30.268101,-97.696272,2017-12-14
9079,1600-BLK W WELLS BRANCH PKWY,COLLISION,30.440208,-97.669623,2017-12-14
9080,N Ih 35 Svrd Nb & W Howard Ln,Traffic Hazard,30.424256,-97.671191,2017-12-14
9081,E Braker Ln & Dessau Rd,Crash Urgent,30.377284,-97.658729,2017-12-14
9082,710 E Ben White Blvd Svrd Wb,Crash Urgent,30.219201,-97.755821,2017-12-14
9083,8801 Research Blvd Svrd Nb,Crash Service,30.367359,-97.718149,2017-12-14
9084,3605 S Lamar Blvd,Traffic Impediment,30.239223,-97.788474,2017-12-14
9085,2300-2511 S Ih 35 Svrd Nb,Crash Urgent,30.233076,-97.740848,2017-12-14
9086,1421 W Wells Branch Pkwy,Crash Service,30.440966,-97.663849,2017-12-14
9087,8238 N Mopac Expy Svrd Sb,Traffic Hazard,30.369745,-97.742598,2017-12-14
9088,Mc Neil Dr & Melrose Trl,Crash Urgent,30.44114,-97.749638,2017-12-14
9089,Burnet Rd & Rutland Dr,Crash Urgent,30.383426,-97.724078,2017-12-14
9090,8000 Research Blvd Nb,Crash Urgent,30.350247,-97.713544,2017-12-14
9091,S Mopac Expy Nb & W Slaughter Ln,Traffic Hazard,30.200548,-97.865434,2017-12-14
9092,S Congress Ave & W Stassney Ln,Crash Urgent,30.204945,-97.774792,2017-12-14
9093,8822-9815 FM 2222 RD,Traffic Impediment,30.388773,-97.825831,2017-12-14
9094,9200-9206 E Us 290 Hwy Svrd Wb,Traffic Hazard,30.329064,-97.654582,2017-12-14
9095,E 5th St & Congress Ave,Traffic Impediment,30.267119,-97.743171,2017-12-14
9096,1239 E 51st St,Traffic Hazard,30.307472,-97.706412,2017-12-14
9097,6000 Fm 969 Rd,Traffic Hazard,30.285547,-97.664791,2017-12-14
9098,24217-24449 W SH 71,TRFC HAZD/ DEBRIS,30.398958,-98.090838,2017-12-14
9099,1600-1601 CUTTING HORSE LN,Crash Service,30.417295,-97.684438,2017-12-14
9100,2730-2898 S Capital Of Texas Hwy Sb,Traffic Hazard,30.257933,-97.81223,2017-12-14
9101,South Lakeshore Blvd & E Riverside Dr,Crash Service,30.244824,-97.730434,2017-12-14
9102,Southwest Pkwy & S Mopac Expy Svrd Sb,Crash Urgent,30.237743,-97.823603,2017-12-14
9103,Guadalupe St & W 25th St,Crash Urgent,30.288762,-97.741461,2017-12-14
9104,11603 Barrington Way,Crash Urgent,30.429173,-97.775035,2017-12-14
9105,11400-11811 S Ih 35 Svrd Nb,Traffic Hazard,30.135467,-97.797346,2017-12-14
9106,1005 E St Elmo Rd,Crash Urgent,30.214001,-97.755426,2017-12-14
9107,415 Thelma Dr,Crash Service,30.193574,-97.787704,2017-12-14
9108,5700-6213 E Ben White Blvd Svrd Eb,Traffic Hazard,30.212542,-97.716356,2017-12-14
9109,14400-14499 N Ih 35 Svrd Nb,Traffic Hazard,30.437458,-97.668667,2017-12-14
9110,Fm 969 Rd & Ed Bluestein Blvd Svrd Nb,zSTALLED VEHICLE,30.285547,-97.664791,2017-12-14
9111,12401 Research Blvd Svrd Nb,Crash Service,30.432722,-97.765654,2017-12-14
9112,1-149 Airport Blvd,Crash Urgent,30.246503,-97.690385,2017-12-14
9113,W Ben White Blvd Svrd Eb & S 1st St,zSTALLED VEHICLE,30.226185,-97.769672,2017-12-14
9114,4313-4943 N Mopac Expy Nb,Traffic Hazard,30.325109,-97.755624,2017-12-14
9115,1820 W 35th St,Crash Service,30.308482,-97.754291,2017-12-14
9116,10900-11500 N Ih 35 Sb,Traffic Hazard,30.377319,-97.676012,2017-12-14
9117,4700 N Mopac Expy Sb,Traffic Hazard,30.325695,-97.755975,2017-12-14
9118,W Braker Ln & Burnet Rd,Traffic Hazard,30.392347,-97.725626,2017-12-14
9119,6717 S Congress Ave,Traffic Impediment,30.193012,-97.77884,2017-12-14
9120,9207-9213 E Us 290 Hwy Svrd Eb,Traffic Hazard,30.328234,-97.654198,2017-12-14
9121,5400-5412 TRAVIS COOK RD,TRFC HAZD/ DEBRIS,30.262126,-97.8889,2017-12-14
9122,E 8th St & Congress Ave,Crash Service,30.269905,-97.742114,2017-12-14
9123,13500 N Fm 620 Rd Nb,zSTALLED VEHICLE,30.472198,-97.783538,2017-12-15
9124,10100 N SH 130 NB,Traffic Hazard,30.311217,-97.570738,2017-12-14
9125,10900 RESEARCH BLVD SVRD SB,Crash Urgent,30.401832,-97.746136,2017-12-14
9126,12900-13219 FM 812 RD,COLLISION,30.130514,-97.644206,2017-12-14
9127,12521 N IH 35 SVRD NB,Crash Service,30.4075,-97.674068,2017-12-14
9128,San Jacinto Blvd & E Martin Luther King Jr Blvd,Crash Urgent,30.279977,-97.735709,2017-12-14
9129,1203 Chestnut Ave,Crash Service,30.27439,-97.715985,2017-12-14
9130,Research Blvd Svrd Sb & Mc Cann Dr,Crash Urgent,30.37397,-97.728905,2017-12-14
9131,W William Cannon Dr & W Us 290 Hwy,Crash Service,30.234061,-97.864779,2017-12-14
9132,9070 Research Blvd Svrd Sb,Crash Service,30.37351,-97.727805,2017-12-14
9133,N Ih 35 Svrd Nb & E Anderson Ln Svrd Wb,zSTALLED VEHICLE,30.338855,-97.699555,2017-12-14
9134,14600-14724 Avery Ranch Blvd,Crash Urgent,30.496667,-97.781664,2017-12-14
